"No.","Time","Source","Destination","Protocol","Length","Info"
"54","0.684002561","192.168.0.104","192.168.0.107","TCP","62","80  >  53876 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"55","0.689470350","192.168.0.107","192.168.0.104","TCP","54","53876  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"56","0.692008055","192.168.0.107","192.168.0.104","HTTP","269","GET /ids/server.php?data=87.00 HTTP/1.1 "
"57","0.692036369","192.168.0.104","192.168.0.107","TCP","54","80  >  53876 [ACK] Seq=1 Ack=216 Win=64025 Len=0"
"58","0.692387852","192.168.0.104","192.168.0.107","HTTP","288","HTTP/1.1 200 OK  (text/html)"
"59","0.709523254","192.168.0.103","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"60","0.712153009","192.168.0.107","192.168.0.104","TCP","54","53876  >  80 [FIN, ACK] Seq=216 Ack=235 Win=1910 Len=0"
"61","0.712224271","192.168.0.104","192.168.0.107","TCP","54","80  >  53876 [FIN, ACK] Seq=235 Ack=217 Win=64025 Len=0"
"62","0.715870073","192.168.0.107","192.168.0.104","TCP","54","53876  >  80 [ACK] Seq=217 Ack=236 Win=1909 Len=0"
"63","0.801108691","192.168.0.107","192.168.0.104","TCP","62","51052  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"64","0.801178429","192.168.0.104","192.168.0.107","TCP","62","80  >  51052 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"65","0.806343252","192.168.0.107","192.168.0.104","TCP","54","51052  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"66","0.813979780","192.168.0.107","192.168.0.104","HTTP","269","GET /ids/server.php?data=87.00 HTTP/1.1 "
"67","0.814064205","192.168.0.104","192.168.0.107","TCP","54","80  >  51052 [ACK] Seq=1 Ack=216 Win=64025 Len=0"
"68","0.815059596","192.168.0.104","192.168.0.107","HTTP","288","HTTP/1.1 200 OK  (text/html)"
"69","0.826280329","192.168.0.107","192.168.0.104","TCP","54","51052  >  80 [FIN, ACK] Seq=216 Ack=235 Win=1910 Len=0"
"70","0.826392748","192.168.0.104","192.168.0.107","TCP","54","80  >  51052 [FIN, ACK] Seq=235 Ack=217 Win=64025 Len=0"
"71","0.830400462","192.168.0.107","192.168.0.104","TCP","54","51052  >  80 [ACK] Seq=217 Ack=236 Win=1909 Len=0"
"72","0.919257977","192.168.0.107","192.168.0.104","TCP","62","64415  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"73","0.919315846","192.168.0.104","192.168.0.107","TCP","62","80  >  64415 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"74","0.930883305","192.168.0.107","192.168.0.104","TCP","54","64415  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"75","0.930907689","192.168.0.107","192.168.0.104","HTTP","269","GET /ids/server.php?data=86.00 HTTP/1.1 "
"76","0.930942997","192.168.0.104","192.168.0.107","TCP","54","80  >  64415 [ACK] Seq=1 Ack=216 Win=64025 Len=0"
"77","0.931786265","192.168.0.104","192.168.0.107","HTTP","288","HTTP/1.1 200 OK  (text/html)"
"78","0.942596698","192.168.0.107","192.168.0.104","TCP","54","64415  >  80 [FIN, ACK] Seq=216 Ack=235 Win=1910 Len=0"
"79","0.942688350","192.168.0.104","192.168.0.107","TCP","54","80  >  64415 [FIN, ACK] Seq=235 Ack=217 Win=64025 Len=0"
"80","0.947896363","192.168.0.107","192.168.0.104","TCP","54","64415  >  80 [ACK] Seq=217 Ack=236 Win=1909 Len=0"
"81","1.034915574","192.168.0.107","192.168.0.104","TCP","62","58644  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"82","1.035004298","192.168.0.104","192.168.0.107","TCP","62","80  >  58644 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"83","1.054701951","192.168.0.107","192.168.0.104","TCP","54","58644  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"84","1.055851509","192.168.0.107","192.168.0.104","HTTP","269","GET /ids/server.php?data=84.00 HTTP/1.1 "
"85","1.055940889","192.168.0.104","192.168.0.107","TCP","54","80  >  58644 [ACK] Seq=1 Ack=216 Win=64025 Len=0"
"86","1.056959585","192.168.0.104","192.168.0.107","HTTP","288","HTTP/1.1 200 OK  (text/html)"
"87","1.067614568","192.168.0.107","192.168.0.104","TCP","54","58644  >  80 [FIN, ACK] Seq=216 Ack=235 Win=1910 Len=0"
"88","1.067820764","192.168.0.104","192.168.0.107","TCP","54","80  >  58644 [FIN, ACK] Seq=235 Ack=217 Win=64025 Len=0"
"89","1.073910149","192.168.0.107","192.168.0.104","TCP","54","58644  >  80 [ACK] Seq=217 Ack=236 Win=1909 Len=0"
"90","1.149805589","192.168.0.107","192.168.0.104","TCP","62","55163  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"91","1.149894653","192.168.0.104","192.168.0.107","TCP","62","80  >  55163 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"92","1.154265209","192.168.0.107","192.168.0.104","TCP","54","55163  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"93","1.155342847","192.168.0.107","192.168.0.104","HTTP","269","GET /ids/server.php?data=81.00 HTTP/1.1 "
"94","1.155434203","192.168.0.104","192.168.0.107","TCP","54","80  >  55163 [ACK] Seq=1 Ack=216 Win=64025 Len=0"
"95","1.156462098","192.168.0.104","192.168.0.107","HTTP","288","HTTP/1.1 200 OK  (text/html)"
"96","1.168994010","192.168.0.107","192.168.0.104","TCP","54","55163  >  80 [FIN, ACK] Seq=216 Ack=235 Win=1910 Len=0"
"97","1.169167058","192.168.0.104","192.168.0.107","TCP","54","80  >  55163 [FIN, ACK] Seq=235 Ack=217 Win=64025 Len=0"
"98","1.175880581","192.168.0.107","192.168.0.104","TCP","54","55163  >  80 [ACK] Seq=217 Ack=236 Win=1909 Len=0"
"99","1.265552048","192.168.0.107","192.168.0.104","TCP","62","63712  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"100","1.265635517","192.168.0.104","192.168.0.107","TCP","62","80  >  63712 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"101","1.272569912","192.168.0.107","192.168.0.104","TCP","54","63712  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"102","1.272598510","192.168.0.107","192.168.0.104","HTTP","269","GET /ids/server.php?data=81.00 HTTP/1.1 "
"103","1.272642936","192.168.0.104","192.168.0.107","TCP","54","80  >  63712 [ACK] Seq=1 Ack=216 Win=64025 Len=0"
"104","1.273605978","192.168.0.104","192.168.0.107","HTTP","288","HTTP/1.1 200 OK  (text/html)"
"105","1.284991135","192.168.0.107","192.168.0.104","TCP","54","63712  >  80 [FIN, ACK] Seq=216 Ack=235 Win=1910 Len=0"
"106","1.285107388","192.168.0.104","192.168.0.107","TCP","54","80  >  63712 [FIN, ACK] Seq=235 Ack=217 Win=64025 Len=0"
"107","1.291276552","192.168.0.107","192.168.0.104","TCP","54","63712  >  80 [ACK] Seq=217 Ack=236 Win=1909 Len=0"
"108","1.381830554","192.168.0.107","192.168.0.104","TCP","62","60463  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"109","1.381917442","192.168.0.104","192.168.0.107","TCP","62","80  >  60463 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"110","1.388075183","192.168.0.107","192.168.0.104","TCP","54","60463  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"111","1.388122346","192.168.0.107","192.168.0.104","HTTP","269","GET /ids/server.php?data=81.00 HTTP/1.1 "
"112","1.388177148","192.168.0.104","192.168.0.107","TCP","54","80  >  60463 [ACK] Seq=1 Ack=216 Win=64025 Len=0"
"113","1.389187300","192.168.0.104","192.168.0.107","HTTP","288","HTTP/1.1 200 OK  (text/html)"
"114","1.399287466","192.168.0.107","192.168.0.104","TCP","54","60463  >  80 [FIN, ACK] Seq=216 Ack=235 Win=1910 Len=0"
"115","1.399538108","192.168.0.104","192.168.0.107","TCP","54","80  >  60463 [FIN, ACK] Seq=235 Ack=217 Win=64025 Len=0"
"116","1.405754845","192.168.0.107","192.168.0.104","TCP","54","60463  >  80 [ACK] Seq=217 Ack=236 Win=1909 Len=0"
"117","1.498083650","192.168.0.107","192.168.0.104","TCP","62","53301  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"118","1.498184653","192.168.0.104","192.168.0.107","TCP","62","80  >  53301 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"119","1.501973827","192.168.0.107","192.168.0.104","TCP","54","53301  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"120","1.505129886","192.168.0.107","192.168.0.104","HTTP","269","GET /ids/server.php?data=81.00 HTTP/1.1 "
"121","1.505231251","192.168.0.104","192.168.0.107","TCP","54","80  >  53301 [ACK] Seq=1 Ack=216 Win=64025 Len=0"
"122","1.506389364","192.168.0.104","192.168.0.107","HTTP","288","HTTP/1.1 200 OK  (text/html)"
"123","1.518837551","192.168.0.107","192.168.0.104","TCP","54","53301  >  80 [FIN, ACK] Seq=216 Ack=235 Win=1910 Len=0"
"124","1.519031467","192.168.0.104","192.168.0.107","TCP","54","80  >  53301 [FIN, ACK] Seq=235 Ack=217 Win=64025 Len=0"
"125","1.527704618","192.168.0.107","192.168.0.104","TCP","54","53301  >  80 [ACK] Seq=217 Ack=236 Win=1909 Len=0"
"126","1.528189916","LiteonTe_d5:cc:2f","LiteonTe_dc:d7:c9","ARP","42","192.168.0.103 is at 98:22:ef:d5:cc:2f"
"127","1.529875248","LiteonTe_d5:cc:2f","LiteonTe_dc:d7:c9","ARP","42","192.168.0.103 is at 98:22:ef:d5:cc:2f"
"128","1.614340944","192.168.0.107","192.168.0.104","TCP","62","60820  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"129","1.614430027","192.168.0.104","192.168.0.107","TCP","62","80  >  60820 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"130","1.619466839","192.168.0.107","192.168.0.104","TCP","54","60820  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"131","1.620870702","192.168.0.107","192.168.0.104","HTTP","269","GET /ids/server.php?data=81.00 HTTP/1.1 "
"132","1.620961131","192.168.0.104","192.168.0.107","TCP","54","80  >  60820 [ACK] Seq=1 Ack=216 Win=64025 Len=0"
"133","1.621971196","192.168.0.104","192.168.0.107","HTTP","288","HTTP/1.1 200 OK  (text/html)"
"134","1.632147763","192.168.0.103","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"135","1.644434373","192.168.0.107","192.168.0.104","TCP","54","60820  >  80 [FIN, ACK] Seq=216 Ack=235 Win=1910 Len=0"
"136","1.644628918","192.168.0.104","192.168.0.107","TCP","54","80  >  60820 [FIN, ACK] Seq=235 Ack=217 Win=64025 Len=0"
"137","1.648275103","192.168.0.107","192.168.0.104","TCP","54","60820  >  80 [ACK] Seq=217 Ack=236 Win=1909 Len=0"
"138","1.732080605","192.168.0.107","192.168.0.104","TCP","62","51143  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"139","1.732178359","192.168.0.104","192.168.0.107","TCP","62","80  >  51143 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"140","1.739134046","192.168.0.107","192.168.0.104","TCP","54","51143  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"141","1.739958837","192.168.0.107","192.168.0.104","HTTP","269","GET /ids/server.php?data=81.00 HTTP/1.1 "
"142","1.740036167","192.168.0.104","192.168.0.107","TCP","54","80  >  51143 [ACK] Seq=1 Ack=216 Win=64025 Len=0"
"143","1.741112945","192.168.0.104","192.168.0.107","HTTP","288","HTTP/1.1 200 OK  (text/html)"
"144","1.751206782","192.168.0.107","192.168.0.104","TCP","54","51143  >  80 [FIN, ACK] Seq=216 Ack=235 Win=1910 Len=0"
"145","1.751281863","192.168.0.104","192.168.0.107","TCP","54","80  >  51143 [FIN, ACK] Seq=235 Ack=217 Win=64025 Len=0"
"146","1.757421232","192.168.0.107","192.168.0.104","TCP","54","51143  >  80 [ACK] Seq=217 Ack=236 Win=1909 Len=0"
"147","1.845906299","192.168.0.107","192.168.0.104","TCP","62","53477  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"148","1.845943111","192.168.0.104","192.168.0.107","TCP","62","80  >  53477 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"149","1.849469737","192.168.0.107","192.168.0.104","TCP","54","53477  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"150","1.851298016","192.168.0.107","192.168.0.104","HTTP","269","GET /ids/server.php?data=81.00 HTTP/1.1 "
"151","1.851334737","192.168.0.104","192.168.0.107","TCP","54","80  >  53477 [ACK] Seq=1 Ack=216 Win=64025 Len=0"
"152","1.851689973","192.168.0.104","192.168.0.107","HTTP","288","HTTP/1.1 200 OK  (text/html)"
"153","1.864967897","192.168.0.107","192.168.0.104","TCP","54","53477  >  80 [FIN, ACK] Seq=216 Ack=235 Win=1910 Len=0"
"154","1.865069676","192.168.0.104","192.168.0.107","TCP","54","80  >  53477 [FIN, ACK] Seq=235 Ack=217 Win=64025 Len=0"
"155","1.869153366","192.168.0.107","192.168.0.104","TCP","54","53477  >  80 [ACK] Seq=217 Ack=236 Win=1909 Len=0"
"156","1.964744711","192.168.0.107","192.168.0.104","TCP","62","60314  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"157","1.964786195","192.168.0.104","192.168.0.107","TCP","62","80  >  60314 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"158","1.969410852","192.168.0.107","192.168.0.104","TCP","54","60314  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"159","1.970783912","192.168.0.107","192.168.0.104","HTTP","269","GET /ids/server.php?data=80.00 HTTP/1.1 "
"160","1.970805526","192.168.0.104","192.168.0.107","TCP","54","80  >  60314 [ACK] Seq=1 Ack=216 Win=64025 Len=0"
"161","1.971162126","192.168.0.104","192.168.0.107","HTTP","288","HTTP/1.1 200 OK  (text/html)"
"162","1.982764420","192.168.0.107","192.168.0.104","TCP","54","60314  >  80 [FIN, ACK] Seq=216 Ack=235 Win=1910 Len=0"
"163","1.982869354","192.168.0.104","192.168.0.107","TCP","54","80  >  60314 [FIN, ACK] Seq=235 Ack=217 Win=64025 Len=0"
"164","1.987993401","192.168.0.107","192.168.0.104","TCP","54","60314  >  80 [ACK] Seq=217 Ack=236 Win=1909 Len=0"
"165","2.078271481","192.168.0.107","192.168.0.104","TCP","62","49224  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"166","2.078335699","192.168.0.104","192.168.0.107","TCP","62","80  >  49224 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"167","2.086829561","192.168.0.107","192.168.0.104","TCP","54","49224  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"168","2.089112263","192.168.0.107","192.168.0.104","HTTP","269","GET /ids/server.php?data=80.00 HTTP/1.1 "
"169","2.089138478","192.168.0.104","192.168.0.107","TCP","54","80  >  49224 [ACK] Seq=1 Ack=216 Win=64025 Len=0"
"170","2.089451955","192.168.0.104","192.168.0.107","HTTP","288","HTTP/1.1 200 OK  (text/html)"
"171","2.107216803","192.168.0.107","192.168.0.104","TCP","54","49224  >  80 [FIN, ACK] Seq=216 Ack=235 Win=1910 Len=0"
"172","2.107286399","192.168.0.104","192.168.0.107","TCP","54","80  >  49224 [FIN, ACK] Seq=235 Ack=217 Win=64025 Len=0"
"173","2.111763213","192.168.0.107","192.168.0.104","TCP","54","49224  >  80 [ACK] Seq=217 Ack=236 Win=1909 Len=0"
"174","2.194075263","192.168.0.107","192.168.0.104","TCP","62","63087  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"175","2.194113668","192.168.0.104","192.168.0.107","TCP","62","80  >  63087 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"176","2.198166977","192.168.0.107","192.168.0.104","TCP","54","63087  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"177","2.199909386","192.168.0.107","192.168.0.104","HTTP","269","GET /ids/server.php?data=80.00 HTTP/1.1 "
"178","2.199928046","192.168.0.104","192.168.0.107","TCP","54","80  >  63087 [ACK] Seq=1 Ack=216 Win=64025 Len=0"
"179","2.200270965","192.168.0.104","192.168.0.107","HTTP","288","HTTP/1.1 200 OK  (text/html)"
"180","2.210824349","192.168.0.107","192.168.0.104","TCP","54","63087  >  80 [FIN, ACK] Seq=216 Ack=235 Win=1910 Len=0"
"181","2.210860860","192.168.0.104","192.168.0.107","TCP","54","80  >  63087 [FIN, ACK] Seq=235 Ack=217 Win=64025 Len=0"
"182","2.216912679","192.168.0.107","192.168.0.104","TCP","54","63087  >  80 [ACK] Seq=217 Ack=236 Win=1909 Len=0"
"183","2.311552229","192.168.0.107","192.168.0.104","TCP","62","53831  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"184","2.311585609","192.168.0.104","192.168.0.107","TCP","62","80  >  53831 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"185","2.315847518","192.168.0.107","192.168.0.104","TCP","54","53831  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"186","2.319369487","192.168.0.107","192.168.0.104","HTTP","269","GET /ids/server.php?data=80.00 HTTP/1.1 "
"187","2.319388633","192.168.0.104","192.168.0.107","TCP","54","80  >  53831 [ACK] Seq=1 Ack=216 Win=64025 Len=0"
"188","2.319730737","192.168.0.104","192.168.0.107","HTTP","288","HTTP/1.1 200 OK  (text/html)"
"189","2.330188000","192.168.0.107","192.168.0.104","TCP","54","53831  >  80 [FIN, ACK] Seq=216 Ack=235 Win=1910 Len=0"
"190","2.330252049","192.168.0.104","192.168.0.107","TCP","54","80  >  53831 [FIN, ACK] Seq=235 Ack=217 Win=64025 Len=0"
"191","2.335497147","192.168.0.107","192.168.0.104","TCP","54","53831  >  80 [ACK] Seq=217 Ack=236 Win=1909 Len=0"
"192","2.426291771","192.168.0.107","192.168.0.104","TCP","62","62644  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"193","2.426328049","192.168.0.104","192.168.0.107","TCP","62","80  >  62644 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"194","2.433313895","192.168.0.107","192.168.0.104","TCP","54","62644  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"195","2.435227238","192.168.0.107","192.168.0.104","HTTP","269","GET /ids/server.php?data=80.00 HTTP/1.1 "
"196","2.435245014","192.168.0.104","192.168.0.107","TCP","54","80  >  62644 [ACK] Seq=1 Ack=216 Win=64025 Len=0"
"197","2.435582717","192.168.0.104","192.168.0.107","HTTP","288","HTTP/1.1 200 OK  (text/html)"
"198","2.449017679","192.168.0.107","192.168.0.104","TCP","54","62644  >  80 [FIN, ACK] Seq=216 Ack=235 Win=1910 Len=0"
"199","2.449057305","192.168.0.104","192.168.0.107","TCP","54","80  >  62644 [FIN, ACK] Seq=235 Ack=217 Win=64025 Len=0"
"200","2.455286725","192.168.0.107","192.168.0.104","TCP","54","62644  >  80 [ACK] Seq=217 Ack=236 Win=1909 Len=0"
"201","2.543403229","192.168.0.107","192.168.0.104","TCP","62","57006  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"202","2.543440708","192.168.0.104","192.168.0.107","TCP","62","80  >  57006 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
