"No.","Time","Source","Destination","Protocol","Length","Info"
"37","0.409426","192.168.0.103","192.168.0.104","TCP","54","58622  >  80 [ACK] Seq=217 Ack=284 Win=1861 Len=0"
"38","0.440472","192.168.0.103","192.168.0.104","TCP","54","58622  >  80 [FIN, ACK] Seq=217 Ack=284 Win=1861 Len=0"
"39","0.440472","192.168.0.103","192.168.0.104","TCP","62","64724  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"40","0.440570","192.168.0.104","192.168.0.103","TCP","62","80  >  64724 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"41","0.440589","192.168.0.104","192.168.0.103","TCP","54","80  >  58622 [FIN, ACK] Seq=284 Ack=218 Win=65176 Len=0"
"42","0.454910","192.168.0.103","192.168.0.104","TCP","54","64724  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"43","0.454911","192.168.0.103","192.168.0.104","HTTP","270","GET /ids/server.php?data=131.00 HTTP/1.1 "
"44","0.454913","192.168.0.103","192.168.0.104","TCP","54","58622  >  80 [ACK] Seq=218 Ack=285 Win=1860 Len=0"
"45","0.457056","fe80::a160:a73d:f540:b055","ff02::fb","MDNS","123","Standard query response 0x0000 AAAA, cache flush fe80::f8da:caaa:890a:2905"
"46","0.468065","192.168.0.104","192.168.0.103","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"47","0.553483","192.168.0.103","192.168.0.104","TCP","54","64724  >  80 [FIN, ACK] Seq=217 Ack=284 Win=1861 Len=0"
"48","0.553522","192.168.0.104","192.168.0.103","TCP","54","80  >  64724 [ACK] Seq=284 Ack=218 Win=65176 Len=0"
"49","0.553544","192.168.0.104","192.168.0.103","TCP","54","80  >  64724 [FIN, ACK] Seq=284 Ack=218 Win=65176 Len=0"
"50","0.556164","192.168.0.103","192.168.0.104","TCP","62","51157  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"51","0.556221","192.168.0.104","192.168.0.103","TCP","62","80  >  51157 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"52","0.570505","192.168.0.103","192.168.0.104","TCP","54","64724  >  80 [ACK] Seq=218 Ack=285 Win=1860 Len=0"
"53","0.571848","192.168.0.103","192.168.0.104","TCP","54","51157  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"54","0.573652","192.168.0.103","192.168.0.104","HTTP","270","GET /ids/server.php?data=132.00 HTTP/1.1 "
"55","0.582206","192.168.0.104","192.168.0.103","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"56","0.667122","192.168.0.103","192.168.0.104","TCP","54","51157  >  80 [FIN, ACK] Seq=217 Ack=284 Win=1861 Len=0"
"57","0.667164","192.168.0.104","192.168.0.103","TCP","54","80  >  51157 [ACK] Seq=284 Ack=218 Win=65176 Len=0"
"58","0.667224","192.168.0.104","192.168.0.103","TCP","54","80  >  51157 [FIN, ACK] Seq=284 Ack=218 Win=65176 Len=0"
"59","0.667868","192.168.0.103","192.168.0.104","TCP","62","57228  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"60","0.667927","192.168.0.104","192.168.0.103","TCP","62","80  >  57228 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"61","0.675649","192.168.0.103","192.168.0.104","TCP","54","51157  >  80 [ACK] Seq=218 Ack=285 Win=1860 Len=0"
"62","0.680567","192.168.0.103","192.168.0.104","TCP","54","57228  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"63","0.682086","192.168.0.103","192.168.0.104","HTTP","270","GET /ids/server.php?data=131.00 HTTP/1.1 "
"64","0.694540","192.168.0.104","192.168.0.103","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"65","0.786268","192.168.0.103","192.168.0.104","TCP","54","57228  >  80 [FIN, ACK] Seq=217 Ack=284 Win=1861 Len=0"
"66","0.786304","192.168.0.104","192.168.0.103","TCP","54","80  >  57228 [ACK] Seq=284 Ack=218 Win=65176 Len=0"
"67","0.786357","192.168.0.104","192.168.0.103","TCP","54","80  >  57228 [FIN, ACK] Seq=284 Ack=218 Win=65176 Len=0"
"68","0.787351","192.168.0.103","192.168.0.104","TCP","62","54935  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"69","0.787430","192.168.0.104","192.168.0.103","TCP","62","80  >  54935 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"70","0.804842","192.168.0.103","192.168.0.104","TCP","54","57228  >  80 [ACK] Seq=218 Ack=285 Win=1860 Len=0"
"71","0.807315","192.168.0.103","192.168.0.104","TCP","54","54935  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"72","0.808288","192.168.0.103","192.168.0.104","HTTP","270","GET /ids/server.php?data=131.00 HTTP/1.1 "
"73","0.817383","192.168.0.104","192.168.0.103","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"74","0.894524","192.168.0.103","192.168.0.104","TCP","54","54935  >  80 [FIN, ACK] Seq=217 Ack=284 Win=1861 Len=0"
"75","0.894525","192.168.0.103","192.168.0.104","TCP","62","62739  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"76","0.894609","192.168.0.104","192.168.0.103","TCP","62","80  >  62739 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"77","0.894647","192.168.0.104","192.168.0.103","TCP","54","80  >  54935 [FIN, ACK] Seq=284 Ack=218 Win=65176 Len=0"
"78","0.915507","192.168.0.103","192.168.0.104","TCP","54","62739  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"79","0.915507","192.168.0.103","192.168.0.104","HTTP","270","GET /ids/server.php?data=132.00 HTTP/1.1 "
"80","0.915507","192.168.0.103","192.168.0.104","TCP","54","54935  >  80 [ACK] Seq=218 Ack=285 Win=1860 Len=0"
"81","0.924024","192.168.0.104","192.168.0.103","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"82","1.011388","192.168.0.103","192.168.0.104","TCP","54","62739  >  80 [ACK] Seq=217 Ack=284 Win=1861 Len=0"
"83","1.013416","192.168.0.103","192.168.0.104","TCP","54","62739  >  80 [FIN, ACK] Seq=217 Ack=284 Win=1861 Len=0"
"84","1.013454","192.168.0.104","192.168.0.103","TCP","54","80  >  62739 [ACK] Seq=284 Ack=218 Win=65176 Len=0"
"85","1.013508","192.168.0.104","192.168.0.103","TCP","54","80  >  62739 [FIN, ACK] Seq=284 Ack=218 Win=65176 Len=0"
"86","1.023000","192.168.0.103","192.168.0.104","TCP","62","54872  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"87","1.023063","192.168.0.104","192.168.0.103","TCP","62","80  >  54872 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"88","1.031799","192.168.0.103","192.168.0.104","TCP","54","62739  >  80 [ACK] Seq=218 Ack=285 Win=1860 Len=0"
"89","1.042181","192.168.0.103","192.168.0.104","TCP","54","54872  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"90","1.044197","192.168.0.103","192.168.0.104","HTTP","270","GET /ids/server.php?data=132.00 HTTP/1.1 "
"91","1.052571","192.168.0.104","192.168.0.103","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"92","1.110715","fe80::a160:a73d:f540:b055","ff02::fb","MDNS","125","Standard query response 0x0000 AAAA, cache flush fe80::a160:a73d:f540:b055"
"93","1.127873","192.168.0.103","192.168.0.104","TCP","54","54872  >  80 [FIN, ACK] Seq=217 Ack=284 Win=1861 Len=0"
"94","1.127971","192.168.0.104","192.168.0.103","TCP","54","80  >  54872 [ACK] Seq=284 Ack=218 Win=65176 Len=0"
"95","1.128084","192.168.0.104","192.168.0.103","TCP","54","80  >  54872 [FIN, ACK] Seq=284 Ack=218 Win=65176 Len=0"
"96","1.128507","192.168.0.103","192.168.0.104","TCP","62","64523  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"97","1.128634","192.168.0.104","192.168.0.103","TCP","62","80  >  64523 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"98","1.139029","192.168.0.103","192.168.0.104","TCP","54","54872  >  80 [ACK] Seq=218 Ack=285 Win=1860 Len=0"
"99","1.139303","192.168.0.103","192.168.0.104","TCP","54","64523  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"100","1.142245","192.168.0.103","192.168.0.104","HTTP","270","GET /ids/server.php?data=131.00 HTTP/1.1 "
"101","1.156003","192.168.0.104","192.168.0.103","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"102","1.198857","192.168.0.103","192.168.0.104","TCP","54","64523  >  80 [ACK] Seq=217 Ack=284 Win=1861 Len=0"
"103","1.235493","192.168.0.103","192.168.0.104","TCP","54","64523  >  80 [FIN, ACK] Seq=217 Ack=284 Win=1861 Len=0"
"104","1.235531","192.168.0.104","192.168.0.103","TCP","54","80  >  64523 [ACK] Seq=284 Ack=218 Win=65176 Len=0"
"105","1.235594","192.168.0.104","192.168.0.103","TCP","54","80  >  64523 [FIN, ACK] Seq=284 Ack=218 Win=65176 Len=0"
"106","1.236434","192.168.0.103","192.168.0.104","TCP","62","61924  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"107","1.236497","192.168.0.104","192.168.0.103","TCP","62","80  >  61924 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"108","1.252761","192.168.0.103","192.168.0.104","TCP","54","64523  >  80 [ACK] Seq=218 Ack=285 Win=1860 Len=0"
"109","1.253772","192.168.0.103","192.168.0.104","TCP","54","61924  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"110","1.260429","192.168.0.103","192.168.0.104","HTTP","270","GET /ids/server.php?data=131.00 HTTP/1.1 "
"111","1.268463","192.168.0.104","192.168.0.103","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"112","1.350326","192.168.0.103","192.168.0.104","TCP","54","61924  >  80 [FIN, ACK] Seq=217 Ack=284 Win=1861 Len=0"
"113","1.350383","192.168.0.104","192.168.0.103","TCP","54","80  >  61924 [ACK] Seq=284 Ack=218 Win=65176 Len=0"
"114","1.350409","192.168.0.104","192.168.0.103","TCP","54","80  >  61924 [FIN, ACK] Seq=284 Ack=218 Win=65176 Len=0"
"115","1.351252","192.168.0.103","192.168.0.104","TCP","62","65251  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"116","1.351320","192.168.0.104","192.168.0.103","TCP","62","80  >  65251 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"117","1.363515","192.168.0.103","192.168.0.104","TCP","54","61924  >  80 [ACK] Seq=218 Ack=285 Win=1860 Len=0"
"118","1.365252","192.168.0.103","192.168.0.104","TCP","54","65251  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"119","1.365987","192.168.0.103","192.168.0.104","HTTP","270","GET /ids/server.php?data=131.00 HTTP/1.1 "
"120","1.379600","192.168.0.104","192.168.0.103","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"121","1.473957","192.168.0.103","192.168.0.104","TCP","54","65251  >  80 [FIN, ACK] Seq=217 Ack=284 Win=1861 Len=0"
"122","1.473958","192.168.0.103","192.168.0.104","TCP","62","55240  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"123","1.474057","192.168.0.104","192.168.0.103","TCP","62","80  >  55240 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"124","1.474095","192.168.0.104","192.168.0.103","TCP","54","80  >  65251 [FIN, ACK] Seq=284 Ack=218 Win=65176 Len=0"
"125","1.481031","192.168.0.103","192.168.0.104","TCP","54","55240  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"126","1.483904","192.168.0.103","192.168.0.104","HTTP","270","GET /ids/server.php?data=132.00 HTTP/1.1 "
"127","1.485975","192.168.0.103","192.168.0.104","TCP","54","65251  >  80 [ACK] Seq=218 Ack=285 Win=1860 Len=0"
"128","1.497560","192.168.0.104","192.168.0.103","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"129","1.574854","192.168.0.103","192.168.0.104","TCP","54","55240  >  80 [FIN, ACK] Seq=217 Ack=284 Win=1861 Len=0"
"130","1.574897","192.168.0.104","192.168.0.103","TCP","54","80  >  55240 [ACK] Seq=284 Ack=218 Win=65176 Len=0"
"131","1.574959","192.168.0.104","192.168.0.103","TCP","54","80  >  55240 [FIN, ACK] Seq=284 Ack=218 Win=65176 Len=0"
"132","1.575748","192.168.0.103","192.168.0.104","TCP","62","60579  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"133","1.575799","192.168.0.104","192.168.0.103","TCP","62","80  >  60579 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"134","1.585224","192.168.0.103","192.168.0.104","TCP","54","55240  >  80 [ACK] Seq=218 Ack=285 Win=1860 Len=0"
"135","1.590982","192.168.0.103","192.168.0.104","TCP","54","60579  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"136","1.594026","192.168.0.103","192.168.0.104","HTTP","270","GET /ids/server.php?data=132.00 HTTP/1.1 "
"137","1.602161","192.168.0.104","192.168.0.103","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"138","1.688522","192.168.0.103","192.168.0.104","TCP","54","60579  >  80 [FIN, ACK] Seq=217 Ack=284 Win=1861 Len=0"
"139","1.688571","192.168.0.104","192.168.0.103","TCP","54","80  >  60579 [ACK] Seq=284 Ack=218 Win=65176 Len=0"
"140","1.688630","192.168.0.104","192.168.0.103","TCP","54","80  >  60579 [FIN, ACK] Seq=284 Ack=218 Win=65176 Len=0"
"141","1.691500","192.168.0.103","192.168.0.104","TCP","62","59069  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"142","1.691592","192.168.0.104","192.168.0.103","TCP","62","80  >  59069 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"143","1.705486","192.168.0.103","192.168.0.104","TCP","54","60579  >  80 [ACK] Seq=218 Ack=285 Win=1860 Len=0"
"144","1.709320","192.168.0.103","192.168.0.104","TCP","54","59069  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"145","1.710297","192.168.0.103","192.168.0.104","HTTP","270","GET /ids/server.php?data=132.00 HTTP/1.1 "
"146","1.718351","192.168.0.104","192.168.0.103","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"147","1.743766","192.168.0.103","192.168.0.104","TCP","54","59069  >  80 [ACK] Seq=217 Ack=284 Win=1861 Len=0"
"148","1.810719","192.168.0.103","192.168.0.104","TCP","54","59069  >  80 [FIN, ACK] Seq=217 Ack=284 Win=1861 Len=0"
"149","1.810769","192.168.0.104","192.168.0.103","TCP","54","80  >  59069 [ACK] Seq=284 Ack=218 Win=65176 Len=0"
"150","1.810860","192.168.0.104","192.168.0.103","TCP","54","80  >  59069 [FIN, ACK] Seq=284 Ack=218 Win=65176 Len=0"
"151","1.810960","192.168.0.103","192.168.0.104","TCP","62","51285  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"152","1.811032","192.168.0.104","192.168.0.103","TCP","62","80  >  51285 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"153","1.826498","192.168.0.103","192.168.0.104","TCP","54","59069  >  80 [ACK] Seq=218 Ack=285 Win=1860 Len=0"
"154","1.827661","192.168.0.103","192.168.0.104","TCP","54","51285  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"155","1.830098","192.168.0.103","192.168.0.104","HTTP","270","GET /ids/server.php?data=132.00 HTTP/1.1 "
"156","1.843739","192.168.0.104","192.168.0.103","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"157","1.921940","192.168.0.103","192.168.0.104","TCP","54","51285  >  80 [FIN, ACK] Seq=217 Ack=284 Win=1861 Len=0"
"158","1.921940","192.168.0.103","192.168.0.104","TCP","62","58491  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"159","1.922021","192.168.0.104","192.168.0.103","TCP","62","80  >  58491 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"160","1.922049","192.168.0.104","192.168.0.103","TCP","54","80  >  51285 [FIN, ACK] Seq=284 Ack=218 Win=65176 Len=0"
"161","1.932307","192.168.0.103","192.168.0.104","TCP","54","58491  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"162","1.938401","192.168.0.103","192.168.0.104","HTTP","270","GET /ids/server.php?data=133.00 HTTP/1.1 "
"163","1.938402","192.168.0.103","192.168.0.104","TCP","54","51285  >  80 [ACK] Seq=218 Ack=285 Win=1860 Len=0"
"164","1.947502","192.168.0.104","192.168.0.103","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"165","1.993754","192.168.0.103","192.168.0.104","TCP","54","58491  >  80 [ACK] Seq=217 Ack=284 Win=1861 Len=0"
"166","2.031003","192.168.0.103","192.168.0.104","TCP","54","58491  >  80 [FIN, ACK] Seq=217 Ack=284 Win=1861 Len=0"
"167","2.031050","192.168.0.104","192.168.0.103","TCP","54","80  >  58491 [ACK] Seq=284 Ack=218 Win=65176 Len=0"
"168","2.031082","192.168.0.104","192.168.0.103","TCP","54","80  >  58491 [FIN, ACK] Seq=284 Ack=218 Win=65176 Len=0"
"169","2.031537","192.168.0.103","192.168.0.104","TCP","62","61528  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"170","2.031596","192.168.0.104","192.168.0.103","TCP","62","80  >  61528 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"171","2.057014","192.168.0.103","192.168.0.104","TCP","54","58491  >  80 [ACK] Seq=218 Ack=285 Win=1860 Len=0"
"172","2.058859","192.168.0.103","192.168.0.104","TCP","54","61528  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"173","2.060112","192.168.0.103","192.168.0.104","HTTP","270","GET /ids/server.php?data=131.00 HTTP/1.1 "
"174","2.075487","192.168.0.104","192.168.0.103","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"175","2.151575","192.168.0.103","192.168.0.104","TCP","54","61528  >  80 [FIN, ACK] Seq=217 Ack=284 Win=1861 Len=0"
"176","2.151630","192.168.0.104","192.168.0.103","TCP","54","80  >  61528 [ACK] Seq=284 Ack=218 Win=65176 Len=0"
"177","2.151708","192.168.0.104","192.168.0.103","TCP","54","80  >  61528 [FIN, ACK] Seq=284 Ack=218 Win=65176 Len=0"
"178","2.153560","192.168.0.103","192.168.0.104","TCP","62","55954  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"179","2.153649","192.168.0.104","192.168.0.103","TCP","62","80  >  55954 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"180","2.164395","192.168.0.103","192.168.0.104","TCP","54","61528  >  80 [ACK] Seq=218 Ack=285 Win=1860 Len=0"
"181","2.166347","192.168.0.103","192.168.0.104","TCP","54","55954  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"182","2.168918","192.168.0.103","192.168.0.104","HTTP","270","GET /ids/server.php?data=132.00 HTTP/1.1 "
"183","2.182529","192.168.0.104","192.168.0.103","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"184","2.259797","192.168.0.103","192.168.0.104","TCP","54","55954  >  80 [FIN, ACK] Seq=217 Ack=284 Win=1861 Len=0"
"185","2.259850","192.168.0.104","192.168.0.103","TCP","54","80  >  55954 [ACK] Seq=284 Ack=218 Win=65176 Len=0"
"186","2.259919","192.168.0.104","192.168.0.103","TCP","54","80  >  55954 [FIN, ACK] Seq=284 Ack=218 Win=65176 Len=0"
"187","2.261796","192.168.0.103","192.168.0.104","TCP","62","52068  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"188","2.261872","192.168.0.104","192.168.0.103","TCP","62","80  >  52068 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"189","2.266808","192.168.0.103","192.168.0.104","TCP","54","55954  >  80 [ACK] Seq=218 Ack=285 Win=1860 Len=0"
"190","2.270635","192.168.0.103","192.168.0.104","TCP","54","52068  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"191","2.271280","192.168.0.103","192.168.0.104","HTTP","270","GET /ids/server.php?data=131.00 HTTP/1.1 "
"192","2.284739","192.168.0.104","192.168.0.103","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"193","2.373827","192.168.0.103","192.168.0.104","TCP","54","52068  >  80 [FIN, ACK] Seq=217 Ack=284 Win=1861 Len=0"
"194","2.373873","192.168.0.104","192.168.0.103","TCP","54","80  >  52068 [ACK] Seq=284 Ack=218 Win=65176 Len=0"
"195","2.373894","192.168.0.104","192.168.0.103","TCP","54","80  >  52068 [FIN, ACK] Seq=284 Ack=218 Win=65176 Len=0"
"196","2.374268","192.168.0.103","192.168.0.104","TCP","62","56767  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"197","2.374325","192.168.0.104","192.168.0.103","TCP","62","80  >  56767 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"198","2.382061","192.168.0.103","192.168.0.104","TCP","54","52068  >  80 [ACK] Seq=218 Ack=285 Win=1860 Len=0"
"199","2.389457","192.168.0.103","192.168.0.104","TCP","54","56767  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"200","2.390720","192.168.0.103","192.168.0.104","HTTP","270","GET /ids/server.php?data=131.00 HTTP/1.1 "
"201","2.399314","192.168.0.104","192.168.0.103","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"202","2.468010","192.168.0.103","192.168.0.104","TCP","54","56767  >  80 [FIN, ACK] Seq=217 Ack=284 Win=1861 Len=0"
"203","2.468048","192.168.0.104","192.168.0.103","TCP","54","80  >  56767 [ACK] Seq=284 Ack=218 Win=65176 Len=0"
"204","2.468105","192.168.0.104","192.168.0.103","TCP","54","80  >  56767 [FIN, ACK] Seq=284 Ack=218 Win=65176 Len=0"
"205","2.483302","192.168.0.103","192.168.0.104","TCP","62","57735  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
